Title,URL extension,External Website Logo,URL(href),Description,Course logo URL
Applied Geometric Algebra (Spring 2009),res-8-001-applied-geometric-algebra-spring-2009,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-8-001-applied-geometric-algebra-spring-2009,"Over the last 100 years, the mathematical tools employed by physicists have expanded considerably, from differential calculus, vector algebra and geometry, to advanced linear algebra, tensors, Hilbert space, spinors, Group theory and many others. These sophisticated tools provide powerful machinery for describing the physical world, however, their physical interpretation is often not intuitive. These course notes represent Prof. Tisza's attempt at bringing conceptual clarity and unity to the application and interpretation of these advanced mathematical tools. In particular, there is an emphasis on the unifying role that Group theory plays in classical, relativistic, and quantum physics. Prof. Tisza revisits many elementary problems with an advanced treatment in order to help develop the geometrical intuition for the algebraic machinery that may carry over to more advanced problems.The lecture notes came to MIT OpenCourseWare by way of Samuel Gasster, '77 (Course 18), who had taken the course and kept a copy of the lecture notes for his own reference. He dedicated dozens of hours of his own time to convert the typewritten notes into LaTeX files and then publication-ready PDFs. You can read about his motivation for wanting to see these notes published in his Preface. Professor Tisza kindly gave his permission to make these notes available on MIT OpenCourseWare. ",https://ocw.mit.edu/resources/res-8-001-applied-geometric-algebra-spring-2009/res-8-001s09.jpg
Physics Demonstration Videos (Spring 2012),res-8-003-physics-demonstration-videos-spring-2012,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-8-003-physics-demonstration-videos-spring-2012,The Technical Services Group at MIT's Department of Physics provides technical and teaching support for undergraduate courses at MIT. They have recorded an ever-growing collection of physics demonstrations for general use. These brief videos are publicly available.Online Publication,https://ocw.mit.edu/resources/res-8-003-physics-demonstration-videos-spring-2012/res-8-003s12.jpg
Video Demonstrations in Lasers and Optics (Spring 2008),res-6-006-video-demonstrations-in-lasers-and-optics-spring-2008,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-6-006-video-demonstrations-in-lasers-and-optics-spring-2008,"This resource contains demonstrations used to illustrate the theory and applications of lasers and optics. A detailed listing of the topics can be found below.Lasers today are being used in an ever-increasing number of applications. In fact, there is hardly a field that has not been touched by the laser. Lasers are playing key roles in the home, office, hospital, factory, outdoors, and theater, as well as in the laboratory.To learn about lasers and related optics, one usually takes a course or two, or acquires the necessary information from books and journal articles. To make this learning more vivid and more exciting, and, one hopes, more understandable, one needs to see some of the basic phenomena involved. To fill this need, Professor Ezekiel has videotaped 48 demonstrations that illustrate most of the fundamental phenomena relating to lasers and physical optics.By using split-screen inserts and a wide range of video-recording capabilities, it is possible to show real-time effects in lasers and optics with the simultaneous manipulation of the components that cause these effects. In this way, one can see effects in close up that would be difficult, if not impossible, to display in front of an audience or in the classroom.These video demonstrations are designed for:These videos were produced by the MIT Center for Advanced Engineering Study.",https://ocw.mit.edu/resources/res-6-006-video-demonstrations-in-lasers-and-optics-spring-2008/res-6-006s08.jpg
Quantum Theory II (Spring 2003),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-322-quantum-theory-ii-spring-2003,"8.322 is the second semester of a two-semester subject on quantum theory, stressing principles. Topics covered include: time-dependent perturbation theory and applications to radiation, quantization of EM radiation field, adiabatic theorem and Berry's phase, symmetries in QM, many-particle systems, scattering theory, relativistic quantum mechanics, and Dirac equation.",https://ocw.mit.edu/courses/physics/8-322-quantum-theory-ii-spring-2003/8-322s03.jpg
Cosmic Origin of the Chemical Elements (Fall 2019),res-8-007-cosmic-origin-of-the-chemical-elements-fall-2019,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-8-007-cosmic-origin-of-the-chemical-elements-fall-2019,,https://ocw.mit.edu/resources/res-8-007-cosmic-origin-of-the-chemical-elements-fall-2019/RES.8-007f19.jpg
String Theory for Undergraduates (Spring 2007),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-251-string-theory-for-undergraduates-spring-2007,,https://ocw.mit.edu/courses/physics/8-251-string-theory-for-undergraduates-spring-2007/8-251s07.jpg
Introduction to Computational Neuroscience (Spring 2004),brain-and-cognitive-sciences,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/brain-and-cognitive-sciences/9-29j-introduction-to-computational-neuroscience-spring-2004,"This course gives a mathematical introduction to neural coding and dynamics. Topics include convolution, correlation, linear systems, game theory, signal detection theory, probability theory, information theory, and reinforcement learning. Applications to neural coding, focusing on the visual system are covered, as well as Hodgkin-Huxley and other related models of neural excitability, stochastic models of ion channels, cable theory, and models of synaptic transmission.",https://ocw.mit.edu/courses/brain-and-cognitive-sciences/9-29j-introduction-to-computational-neuroscience-spring-2004/9-29js04.jpg
Relativistic Quantum Field Theory I (Spring 2008),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-323-relativistic-quantum-field-theory-i-spring-2008,"8.323, Relativistic Quantum Field Theory I, is a one-term self-contained subject in quantum field theory. Concepts and basic techniques are developed through applications in elementary particle physics, and condensed matter physics.",https://ocw.mit.edu/courses/physics/8-323-relativistic-quantum-field-theory-i-spring-2008/8-323s08.jpg
Relativistic Quantum Field Theory III (Spring 2003),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-325-relativistic-quantum-field-theory-iii-spring-2003,"This is the third and last term of the quantum field theory sequence. The course is devoted to the standard model of particle physics, including both its conceptual foundations and its specific structure, and to some current research frontiers that grow immediately out of it.",https://ocw.mit.edu/courses/physics/8-325-relativistic-quantum-field-theory-iii-spring-2003/8-32s03.jpg
Quantum Theory I (Fall 2017),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-321-quantum-theory-i-fall-2017,"This is the first semester of a two-semester graduate-level subject on quantum theory, stressing principles. Quantum theory explains the nature and behavior of matter and energy on the atomic and subatomic level. Topics include Fundamental Concepts, Quantum Dynamics, Composite Systems, Symmetries in Quantum Mechanics, and Approximation Methods.",https://ocw.mit.edu/courses/physics/8-321-quantum-theory-i-fall-2017/8-321f17.jpg
Electromagnetic Theory (Spring 2004),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-311-electromagnetic-theory-spring-2004,"Electromagnetic Theory covers the basic principles of electromagnetism: experimental basis, electrostatics, magnetic fields of steady currents, motional e.m.f. and electromagnetic induction, Maxwell's equations, propagation and radiation of electromagnetic waves, electric and magnetic properties of matter, and conservation laws. This is a graduate level subject which uses appropriate mathematics but whose emphasis is on physical phenomena and principles.",https://ocw.mit.edu/courses/physics/8-311-electromagnetic-theory-spring-2004/8-311s04.jpg
Vibrations and Waves Problem Solving (Fall 2012),res-8-005-vibrations-and-waves-problem-solving-fall-2012,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-8-005-vibrations-and-waves-problem-solving-fall-2012,,https://ocw.mit.edu/resources/res-8-005-vibrations-and-waves-problem-solving-fall-2012/res-8-005f12.jpg
A WikiTextBook for Introductory Mechanics (Fall 2009),res-8-002-a-wikitextbook-for-introductory-mechanics-fall-2009,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-8-002-a-wikitextbook-for-introductory-mechanics-fall-2009,"This e-Book is a first step toward a shift in the role of the printed textbook from authoritative serial repository to modular, customizable, linkable, interactive hub. The ideal modern textbook should provide a clear overview of the domain, short summaries of key content, links to more detailed online source material, embedded self-assessment, and a vehicle for instant student feedback. This open-source e-Book for introductory mechanics uses ideas from modeling physics to encourage strategic, concept-based problem solving and employs a wiki format to enable multiple parallel organizations of the material, links to resources and student comments.Online Publication",https://ocw.mit.edu/resources/res-8-002-a-wikitextbook-for-introductory-mechanics-fall-2009/res-8-002f09.jpg
Relativistic Quantum Field Theory III (Spring 2007),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-325-relativistic-quantum-field-theory-iii-spring-2007,This course is the third and last term of the quantum field theory sequence. Its aim is the proper theoretical discussion of the physics of the standard model. Topics include: quantum chromodynamics; the Higgs phenomenon and a description of the standard model; deep-inelastic scattering and structure functions; basics of lattice gauge theory; operator products and effective theories; detailed structure of the standard model; spontaneously broken gauge theory and its quantization; instantons and theta-vacua; topological defects; introduction to supersymmetry.,https://ocw.mit.edu/courses/physics/8-325-relativistic-quantum-field-theory-iii-spring-2007/8-325s03.jpg
Relativistic Quantum Field Theory II (Fall 2010),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-324-relativistic-quantum-field-theory-ii-fall-2010,This course is the second course of the quantum field theory trimester sequence beginning with Relativistic Quantum Field Theory I (8.323) and ending with Relativistic Quantum Field Theory III (8.325). It develops in depth some of the topics discussed in 8.323 and introduces some advanced material.,https://ocw.mit.edu/courses/physics/8-324-relativistic-quantum-field-theory-ii-fall-2010/8-324f10.jpg
Statistical Mechanics I:  Statistical Mechanics of Particles (Fall 2013),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-333-statistical-mechanics-i-statistical-mechanics-of-particles-fall-2013,"Statistical Mechanics is a probabilistic approach to equilibrium properties of large numbers of degrees of freedom. In this two-semester course, basic principles are examined. Topics include: Thermodynamics, probability theory, kinetic theory, classical statistical mechanics, interacting systems, quantum statistical mechanics, and identical particles.",https://ocw.mit.edu/courses/physics/8-333-statistical-mechanics-i-statistical-mechanics-of-particles-fall-2013/8-333f13.jpg
Theory of Solids I (Fall 2004),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-511-theory-of-solids-i-fall-2004,"This is the first term of a theoretical treatment of the physics of solids. Topics covered include crystal structure and band theory, density functional theory, a survey of properties of metals and semiconductors, quantum Hall effect, phonons, electron phonon interaction and superconductivity.",https://ocw.mit.edu/courses/physics/8-511-theory-of-solids-i-fall-2004/8-511f04.jpg
Quantum Information Science (Spring 2006),media-arts-and-sciences,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/media-arts-and-sciences/mas-865j-quantum-information-science-spring-2006,"This is an advanced graduate course on quantum computation and quantum information, for which prior knowledge of quantum mechanics is required. Topics include quantum computation, advanced quantum error correction codes, fault tolerance, quantum algorithms beyond factoring, properties of quantum entanglement, and quantum protocols and communication complexity.",https://ocw.mit.edu/courses/media-arts-and-sciences/mas-865j-quantum-information-science-spring-2006/mas-865js06.jpg
